month,region,country,no_of_visitor_arrivals,year
9,Europe,United Kingdom,34849,2012
9,Europe,Germany,19658,2012
9,Europe,France,12529,2012
9,Europe,Italy,5174,2012
9,Europe,Netherlands,6117,2012
9,Europe,Greece,678,2012
9,Europe,Belgium-luxembourg,1970,2012
9,Europe,Switzerland,5931,2012
9,Europe,Austria,1712,2012
9,Europe,Scandinavia,6044,2012
9,Europe,CIS & Eastern Europe,9343,2012
9,Americas,USA,32008,2012
9,Americas,Canada,4858,2012
9,Oceania,Australia,100891,2012
9,Oceania,New Zealand,11669,2012
10,Asia,Brunei,5070,2012
10,Asia,Indonesia,215668,2012
10,Asia,Malaysia,93945,2012
10,Asia,Philippines,56058,2012
10,Asia,Thailand,57136,2012
10,Asia,Vietnam,25749,2012
10,Asia,Myanmar,6935,2012
10,Asia,Japan,62436,2012
10,Asia,Hong Kong,38630,2012
10,Asia,"China, People's Republic Of",170529,2012
10,Asia,Taiwan,20456,2012
10,Asia,"Korea, Republic Of",34713,2012
10,Asia,India,72348,2012
10,Asia,Pakistan,1368,2012
10,Asia,"Sri Lanka, Republic Of",7229,2012
10,Asia,Saudi Arabia,2517,2012
10,Asia,Kuwait,550,2012
10,Asia,United Arab Emirates,5100,2012
10,Europe,United Kingdom,38074,2012
10,Europe,Germany,20744,2012
10,Europe,France,11328,2012
10,Europe,Italy,4265,2012
10,Europe,Netherlands,6884,2012
10,Europe,Greece,675,2012
10,Europe,Belgium-luxembourg,2046,2012
10,Europe,Switzerland,7634,2012
10,Europe,Austria,1967,2012
10,Europe,Scandinavia,8459,2012
10,Europe,CIS & Eastern Europe,11170,2012
10,Americas,USA,38016,2012
10,Americas,Canada,7002,2012
10,Oceania,Australia,100138,2012
10,Oceania,New Zealand,11158,2012
11,Asia,Brunei,6194,2012
11,Asia,Indonesia,229432,2012
11,Asia,Malaysia,124008,2012
11,Asia,Philippines,55125,2012
11,Asia,Thailand,33908,2012
11,Asia,Vietnam,25249,2012
11,Asia,Myanmar,6870,2012
11,Asia,Japan,70696,2012
11,Asia,Hong Kong,36704,2012
11,Asia,"China, People's Republic Of",177112,2012
11,Asia,Taiwan,20223,2012
11,Asia,"Korea, Republic Of",34014,2012
11,Asia,India,74794,2012
11,Asia,Pakistan,1395,2012
11,Asia,"Sri Lanka, Republic Of",6607,2012
11,Asia,Saudi Arabia,1006,2012
11,Asia,Kuwait,416,2012
11,Asia,United Arab Emirates,4305,2012
11,Europe,United Kingdom,39509,2012
11,Europe,Germany,20254,2012
11,Europe,France,12585,2012
11,Europe,Italy,5298,2012
11,Europe,Netherlands,6638,2012
11,Europe,Greece,603,2012
11,Europe,Belgium-luxembourg,2188,2012
11,Europe,Switzerland,7564,2012
11,Europe,Austria,1810,2012
11,Europe,Scandinavia,9667,2012
11,Europe,CIS & Eastern Europe,14793,2012
11,Americas,USA,40170,2012
11,Americas,Canada,7659,2012
11,Oceania,Australia,83972,2012
11,Oceania,New Zealand,8550,2012
12,Asia,Brunei,12353,2012
12,Asia,Indonesia,307155,2012
12,Asia,Malaysia,135669,2012
12,Asia,Philippines,58363,2012
12,Asia,Thailand,40548,2012
12,Asia,Vietnam,28176,2012
12,Asia,Myanmar,8073,2012
12,Asia,Japan,69538,2012
12,Asia,Hong Kong,42299,2012
12,Asia,"China, People's Republic Of",171109,2012
12,Asia,Taiwan,20995,2012
12,Asia,"Korea, Republic Of",31232,2012
12,Asia,India,78272,2012
12,Asia,Pakistan,1717,2012
12,Asia,"Sri Lanka, Republic Of",10726,2012
12,Asia,Saudi Arabia,1100,2012
12,Asia,Kuwait,698,2012
12,Asia,United Arab Emirates,6444,2012
12,Europe,United Kingdom,38314,2012
12,Europe,Germany,22338,2012
12,Europe,France,11810,2012
12,Europe,Italy,4986,2012
12,Europe,Netherlands,6028,2012
12,Europe,Greece,586,2012
12,Europe,Belgium-luxembourg,1922,2012
12,Europe,Switzerland,6923,2012
12,Europe,Austria,1833,2012
12,Europe,Scandinavia,11170,2012
12,Europe,CIS & Eastern Europe,15231,2012
12,Americas,USA,43787,2012
12,Americas,Canada,8932,2012
12,Oceania,Australia,103207,2012
12,Oceania,New Zealand,10323,2012
1,Asia,Brunei,5773,2013
1,Asia,Indonesia,254725,2013
1,Asia,Malaysia,89300,2013
1,Asia,Philippines,44201,2013
1,Asia,Thailand,32897,2013
1,Asia,Vietnam,22879,2013
1,Asia,Myanmar,6819,2013
1,Asia,Japan,62857,2013
1,Asia,Hong Kong,32438,2013
1,Asia,"China, People's Republic Of",189107,2013
1,Asia,Taiwan,32717,2013
1,Asia,"Korea, Republic Of",53193,2013
1,Asia,India,71162,2013
1,Asia,Pakistan,1778,2013
1,Asia,"Sri Lanka, Republic Of",6741,2013
1,Asia,Saudi Arabia,1988,2013
1,Asia,Kuwait,456,2013
1,Asia,United Arab Emirates,4424,2013
1,Europe,United Kingdom,42973,2013
1,Europe,Germany,22837,2013
1,Europe,France,12798,2013
1,Europe,Italy,6262,2013
1,Europe,Netherlands,7153,2013
1,Europe,Greece,698,2013
1,Europe,Belgium-luxembourg,2185,2013
1,Europe,Switzerland,7957,2013
1,Europe,Austria,2410,2013
1,Europe,Scandinavia,14019,2013
1,Europe,CIS & Eastern Europe,24572,2013
1,Americas,USA,45736,2013
1,Americas,Canada,9798,2013
1,Oceania,Australia,119592,2013
1,Oceania,New Zealand,11908,2013
2,Asia,Brunei,4427,2013
2,Asia,Indonesia,196059,2013
2,Asia,Malaysia,91895,2013
2,Asia,Philippines,44540,2013
2,Asia,Thailand,30311,2013
2,Asia,Vietnam,28981,2013
2,Asia,Myanmar,5680,2013
2,Asia,Japan,68442,2013
2,Asia,Hong Kong,48473,2013
2,Asia,"China, People's Republic Of",252958,2013
2,Asia,Taiwan,39087,2013
2,Asia,"Korea, Republic Of",40229,2013
2,Asia,India,59665,2013
2,Asia,Pakistan,1249,2013
2,Asia,"Sri Lanka, Republic Of",6392,2013
2,Asia,Saudi Arabia,972,2013
2,Asia,Kuwait,1302,2013
2,Asia,United Arab Emirates,3873,2013
2,Europe,United Kingdom,44589,2013
2,Europe,Germany,23053,2013
2,Europe,France,12621,2013
2,Europe,Italy,4309,2013
2,Europe,Netherlands,7098,2013
2,Europe,Greece,587,2013
2,Europe,Belgium-luxembourg,1973,2013
2,Europe,Switzerland,7107,2013
2,Europe,Austria,2334,2013
2,Europe,Scandinavia,12637,2013
2,Europe,CIS & Eastern Europe,16725,2013
2,Americas,USA,40696,2013
2,Americas,Canada,8995,2013
2,Oceania,Australia,69470,2013
2,Oceania,New Zealand,5735,2013
3,Asia,Brunei,8290,2013
3,Asia,Indonesia,259244,2013
3,Asia,Malaysia,108683,2013
3,Asia,Philippines,63521,2013
3,Asia,Thailand,44202,2013
3,Asia,Vietnam,27732,2013
3,Asia,Myanmar,8693,2013
3,Asia,Japan,87359,2013
3,Asia,Hong Kong,50220,2013
3,Asia,"China, People's Republic Of",205790,2013
3,Asia,Taiwan,22606,2013
3,Asia,"Korea, Republic Of",36755,2013
3,Asia,India,70480,2013
3,Asia,Pakistan,1734,2013
3,Asia,"Sri Lanka, Republic Of",7474,2013
3,Asia,Saudi Arabia,1610,2013
3,Asia,Kuwait,550,2013
3,Asia,United Arab Emirates,6560,2013
3,Europe,United Kingdom,52508,2013
3,Europe,Germany,31307,2013
3,Europe,France,16120,2013
3,Europe,Italy,5463,2013
3,Europe,Netherlands,7476,2013
3,Europe,Greece,673,2013
3,Europe,Belgium-luxembourg,2712,2013
3,Europe,Switzerland,7766,2013
3,Europe,Austria,2500,2013
3,Europe,Scandinavia,13825,2013
3,Europe,CIS & Eastern Europe,18018,2013
3,Americas,USA,46881,2013
3,Americas,Canada,9635,2013
3,Oceania,Australia,87652,2013
3,Oceania,New Zealand,7087,2013
4,Asia,Brunei,4486,2013
4,Asia,Indonesia,218602,2013
4,Asia,Malaysia,95414,2013
4,Asia,Philippines,73215,2013
4,Asia,Thailand,54728,2013
4,Asia,Vietnam,31863,2013
4,Asia,Myanmar,13031,2013
4,Asia,Japan,53292,2013
4,Asia,Hong Kong,40252,2013
4,Asia,"China, People's Republic Of",227870,2013
4,Asia,Taiwan,24261,2013
4,Asia,"Korea, Republic Of",31296,2013
4,Asia,India,76103,2013
4,Asia,Pakistan,1572,2013
4,Asia,"Sri Lanka, Republic Of",12588,2013
4,Asia,Saudi Arabia,1089,2013
4,Asia,Kuwait,479,2013
4,Asia,United Arab Emirates,6582,2013
4,Europe,United Kingdom,38605,2013
4,Europe,Germany,18494,2013
4,Europe,France,13403,2013
4,Europe,Italy,4011,2013
4,Europe,Netherlands,5891,2013
4,Europe,Greece,493,2013
4,Europe,Belgium-luxembourg,2025,2013
4,Europe,Switzerland,7455,2013
4,Europe,Austria,1593,2013
4,Europe,Scandinavia,8465,2013
4,Europe,CIS & Eastern Europe,13685,2013
4,Americas,USA,38908,2013
4,Americas,Canada,7769,2013
4,Oceania,Australia,94285,2013
4,Oceania,New Zealand,9035,2013
5,Asia,Brunei,5574,2013
5,Asia,Indonesia,251092,2013
5,Asia,Malaysia,109517,2013
5,Asia,Philippines,76929,2013
5,Asia,Thailand,48171,2013
5,Asia,Vietnam,30496,2013
5,Asia,Myanmar,8432,2013
5,Asia,Japan,55491,2013
5,Asia,Hong Kong,40898,2013
5,Asia,"China, People's Republic Of",198429,2013
5,Asia,Taiwan,22261,2013
5,Asia,"Korea, Republic Of",33857,2013
5,Asia,India,122030,2013
5,Asia,Pakistan,1646,2013
5,Asia,"Sri Lanka, Republic Of",7066,2013
5,Asia,Saudi Arabia,954,2013
5,Asia,Kuwait,320,2013
5,Asia,United Arab Emirates,4477,2013
5,Europe,United Kingdom,27714,2013
5,Europe,Germany,15763,2013
5,Europe,France,12432,2013
5,Europe,Italy,4407,2013
5,Europe,Netherlands,5916,2013
5,Europe,Greece,544,2013
5,Europe,Belgium-luxembourg,1850,2013
5,Europe,Switzerland,6663,2013
5,Europe,Austria,1607,2013
5,Europe,Scandinavia,5794,2013
5,Europe,CIS & Eastern Europe,11729,2013
5,Americas,USA,36909,2013
5,Americas,Canada,6699,2013
5,Oceania,Australia,84444,2013
5,Oceania,New Zealand,10225,2013
6,Asia,Brunei,7837,2013
6,Asia,Indonesia,295907,2013
6,Asia,Malaysia,107286,2013
6,Asia,Philippines,55868,2013
6,Asia,Thailand,36018,2013
6,Asia,Vietnam,42194,2013
6,Asia,Myanmar,7718,2013
6,Asia,Japan,57757,2013
6,Asia,Hong Kong,43857,2013
6,Asia,"China, People's Republic Of",166890,2013
6,Asia,Taiwan,29680,2013
6,Asia,"Korea, Republic Of",36409,2013
6,Asia,India,99754,2013
6,Asia,Pakistan,2770,2013
6,Asia,"Sri Lanka, Republic Of",6206,2013
6,Asia,Saudi Arabia,2839,2013
6,Asia,Kuwait,857,2013
6,Asia,United Arab Emirates,5375,2013
6,Europe,United Kingdom,28855,2013
6,Europe,Germany,13453,2013
6,Europe,France,9349,2013
6,Europe,Italy,4185,2013
6,Europe,Netherlands,5661,2013
6,Europe,Greece,570,2013
6,Europe,Belgium-luxembourg,1735,2013
6,Europe,Switzerland,5735,2013
6,Europe,Austria,1247,2013
6,Europe,Scandinavia,6571,2013
6,Europe,CIS & Eastern Europe,9819,2013
6,Americas,USA,45860,2013
6,Americas,Canada,5748,2013
6,Oceania,Australia,91231,2013
6,Oceania,New Zealand,10626,2013
7,Asia,Brunei,5922,2013
7,Asia,Indonesia,260700,2013
7,Asia,Malaysia,93299,2013
7,Asia,Philippines,49225,2013
7,Asia,Thailand,41912,2013
7,Asia,Vietnam,47834,2013
7,Asia,Myanmar,8427,2013
7,Asia,Japan,70113,2013
7,Asia,Hong Kong,67662,2013
7,Asia,"China, People's Republic Of",248635,2013
7,Asia,Taiwan,47290,2013
7,Asia,"Korea, Republic Of",41913,2013
7,Asia,India,73550,2013
7,Asia,Pakistan,1512,2013
7,Asia,"Sri Lanka, Republic Of",7038,2013
7,Asia,Saudi Arabia,935,2013
7,Asia,Kuwait,475,2013
7,Asia,United Arab Emirates,6403,2013
7,Europe,United Kingdom,35340,2013
7,Europe,Germany,18262,2013
7,Europe,France,15466,2013
7,Europe,Italy,5303,2013
7,Europe,Netherlands,9591,2013
7,Europe,Greece,640,2013
7,Europe,Belgium-luxembourg,3049,2013
7,Europe,Switzerland,10154,2013
7,Europe,Austria,2384,2013
7,Europe,Scandinavia,9883,2013
7,Europe,CIS & Eastern Europe,10850,2013
7,Americas,USA,45176,2013
7,Americas,Canada,7401,2013
7,Oceania,Australia,112743,2013
7,Oceania,New Zealand,14813,2013
8,Asia,Brunei,6109,2013
8,Asia,Indonesia,328174,2013
8,Asia,Malaysia,116392,2013
8,Asia,Philippines,51817,2013
8,Asia,Thailand,36548,2013
8,Asia,Vietnam,34980,2013
8,Asia,Myanmar,7020,2013
8,Asia,Japan,92179,2013
8,Asia,Hong Kong,61337,2013
8,Asia,"China, People's Republic Of",242256,2013
8,Asia,Taiwan,40571,2013
8,Asia,"Korea, Republic Of",45986,2013
8,Asia,India,66274,2013
8,Asia,Pakistan,1956,2013
8,Asia,"Sri Lanka, Republic Of",10237,2013
8,Asia,Saudi Arabia,3606,2013
8,Asia,Kuwait,2943,2013
8,Asia,United Arab Emirates,10701,2013
8,Europe,United Kingdom,39525,2013
8,Europe,Germany,22265,2013
8,Europe,France,21876,2013
8,Europe,Italy,13117,2013
8,Europe,Netherlands,8568,2013
8,Europe,Greece,600,2013
8,Europe,Belgium-luxembourg,2838,2013
8,Europe,Switzerland,7638,2013
8,Europe,Austria,2549,2013
8,Europe,Scandinavia,6317,2013
8,Europe,CIS & Eastern Europe,12091,2013
8,Americas,USA,39079,2013
8,Americas,Canada,7008,2013
8,Oceania,Australia,79221,2013
8,Oceania,New Zealand,10765,2013
9,Asia,Brunei,4824,2013
9,Asia,Indonesia,218751,2013
9,Asia,Malaysia,98973,2013
9,Asia,Philippines,47879,2013
9,Asia,Thailand,36254,2013
9,Asia,Vietnam,28276,2013
9,Asia,Myanmar,7190,2013
9,Asia,Japan,73786,2013
9,Asia,Hong Kong,33514,2013
9,Asia,"China, People's Republic Of",179130,2013
9,Asia,Taiwan,27180,2013
9,Asia,"Korea, Republic Of",35599,2013
9,Asia,India,64556,2013
9,Asia,Pakistan,1419,2013
9,Asia,"Sri Lanka, Republic Of",7144,2013
9,Asia,Saudi Arabia,1089,2013
9,Asia,Kuwait,850,2013
9,Asia,United Arab Emirates,5089,2013
9,Europe,United Kingdom,36525,2013
9,Europe,Germany,21012,2013
9,Europe,France,10508,2013
9,Europe,Italy,5029,2013
9,Europe,Netherlands,6272,2013
9,Europe,Greece,561,2013
9,Europe,Belgium-luxembourg,2051,2013
9,Europe,Switzerland,7402,2013
9,Europe,Austria,2040,2013
9,Europe,Scandinavia,6166,2013
9,Europe,CIS & Eastern Europe,10288,2013
9,Americas,USA,33741,2013
9,Americas,Canada,4937,2013
9,Oceania,Australia,105179,2013
9,Oceania,New Zealand,11081,2013
10,Asia,Brunei,5879,2013
10,Asia,Indonesia,246115,2013
10,Asia,Malaysia,98097,2013
10,Asia,Philippines,61360,2013
10,Asia,Thailand,58887,2013
10,Asia,Vietnam,29011,2013
10,Asia,Myanmar,8934,2013
10,Asia,Japan,68034,2013
10,Asia,Hong Kong,37570,2013
10,Asia,"China, People's Republic Of",117955,2013
10,Asia,Taiwan,23246,2013
10,Asia,"Korea, Republic Of",40157,2013
10,Asia,India,72429,2013
10,Asia,Pakistan,1675,2013
10,Asia,"Sri Lanka, Republic Of",6932,2013
10,Asia,Saudi Arabia,2588,2013
10,Asia,Kuwait,1108,2013
10,Asia,United Arab Emirates,7356,2013
10,Europe,United Kingdom,36479,2013
10,Europe,Germany,21759,2013
10,Europe,France,12384,2013
10,Europe,Italy,4550,2013
10,Europe,Netherlands,6732,2013
10,Europe,Greece,622,2013
10,Europe,Belgium-luxembourg,2219,2013
10,Europe,Switzerland,9054,2013
10,Europe,Austria,1748,2013
10,Europe,Scandinavia,9133,2013
10,Europe,CIS & Eastern Europe,13819,2013
10,Americas,USA,37555,2013
10,Americas,Canada,7158,2013
10,Oceania,Australia,96454,2013
10,Oceania,New Zealand,10359,2013
11,Asia,Brunei,7346,2013
11,Asia,Indonesia,238233,2013
11,Asia,Malaysia,129955,2013
11,Asia,Philippines,55195,2013
11,Asia,Thailand,34685,2013
11,Asia,Vietnam,27353,2013
11,Asia,Myanmar,7531,2013
11,Asia,Japan,72603,2013
11,Asia,Hong Kong,38801,2013
11,Asia,"China, People's Republic Of",119618,2013
11,Asia,Taiwan,22197,2013
11,Asia,"Korea, Republic Of",40388,2013
11,Asia,India,74389,2013
11,Asia,Pakistan,1309,2013
11,Asia,"Sri Lanka, Republic Of",6408,2013
11,Asia,Saudi Arabia,1007,2013
11,Asia,Kuwait,371,2013
11,Asia,United Arab Emirates,4674,2013
11,Europe,United Kingdom,39363,2013
11,Europe,Germany,21213,2013
11,Europe,France,11359,2013
11,Europe,Italy,5140,2013
11,Europe,Netherlands,6568,2013
11,Europe,Greece,603,2013
11,Europe,Belgium-luxembourg,2390,2013
11,Europe,Switzerland,8549,2013
11,Europe,Austria,2184,2013
11,Europe,Scandinavia,9059,2013
11,Europe,CIS & Eastern Europe,17529,2013
11,Americas,USA,39620,2013
11,Americas,Canada,8000,2013
11,Oceania,Australia,78324,2013
11,Oceania,New Zealand,8430,2013
12,Asia,Brunei,13399,2013
12,Asia,Indonesia,321257,2013
12,Asia,Malaysia,142131,2013
12,Asia,Philippines,64044,2013
12,Asia,Thailand,42796,2013
12,Asia,Vietnam,28896,2013
12,Asia,Myanmar,9892,2013
12,Asia,Japan,70932,2013
12,Asia,Hong Kong,44788,2013
12,Asia,"China, People's Republic Of",121232,2013
12,Asia,Taiwan,19212,2013
12,Asia,"Korea, Republic Of",35986,2013
12,Asia,India,83161,2013
12,Asia,Pakistan,1628,2013
12,Asia,"Sri Lanka, Republic Of",11380,2013
12,Asia,Saudi Arabia,1219,2013
12,Asia,Kuwait,902,2013
12,Asia,United Arab Emirates,7039,2013
12,Europe,United Kingdom,38983,2013
12,Europe,Germany,22142,2013
12,Europe,France,11697,2013
12,Europe,Italy,4874,2013
12,Europe,Netherlands,6000,2013
12,Europe,Greece,609,2013
12,Europe,Belgium-luxembourg,2325,2013
12,Europe,Switzerland,8900,2013
12,Europe,Austria,2135,2013
12,Europe,Scandinavia,11234,2013
12,Europe,CIS & Eastern Europe,18411,2013
12,Americas,USA,41785,2013
12,Americas,Canada,9537,2013
12,Oceania,Australia,106584,2013
12,Oceania,New Zealand,10383,2013
1,Asia,Brunei,6418,2014
1,Asia,Indonesia,284126,2014
1,Asia,Malaysia,89482,2014
1,Asia,Philippines,43702,2014
1,Asia,Thailand,35263,2014
1,Asia,Vietnam,26071,2014
1,Asia,Myanmar,7807,2014
1,Asia,Japan,59578,2014
1,Asia,Hong Kong,41909,2014
1,Asia,"China, People's Republic Of",188237,2014
1,Asia,Taiwan,32033,2014
1,Asia,"Korea, Republic Of",59745,2014
1,Asia,India,65557,2014
1,Asia,Pakistan,1259,2014
1,Asia,"Sri Lanka, Republic Of",6440,2014
1,Asia,Saudi Arabia,2617,2014
1,Asia,Kuwait,766,2014
1,Asia,United Arab Emirates,3843,2014
1,Europe,United Kingdom,42333,2014
1,Europe,Germany,25176,2014
1,Europe,France,11966,2014
1,Europe,Italy,5429,2014
1,Europe,Netherlands,7640,2014
1,Europe,Greece,738,2014
1,Europe,Belgium-luxembourg,2220,2014
1,Europe,Switzerland,9319,2014
1,Europe,Austria,2446,2014
1,Europe,Scandinavia,14062,2014
1,Europe,CIS & Eastern Europe,28041,2014
1,Americas,USA,43746,2014
1,Americas,Canada,10317,2014
1,Oceania,Australia,126119,2014
1,Oceania,New Zealand,11466,2014
2,Asia,Brunei,5076,2014
2,Asia,Indonesia,219036,2014
2,Asia,Malaysia,91181,2014
2,Asia,Philippines,44539,2014
2,Asia,Thailand,35161,2014
2,Asia,Vietnam,33053,2014
2,Asia,Myanmar,7513,2014
2,Asia,Japan,69230,2014
2,Asia,Hong Kong,48440,2014
2,Asia,"China, People's Republic Of",203600,2014
2,Asia,Taiwan,32874,2014
2,Asia,"Korea, Republic Of",51930,2014
2,Asia,India,62999,2014
2,Asia,Pakistan,1117,2014
2,Asia,"Sri Lanka, Republic Of",6006,2014
2,Asia,Saudi Arabia,1322,2014
2,Asia,Kuwait,1471,2014
2,Asia,United Arab Emirates,4072,2014
2,Europe,United Kingdom,43990,2014
2,Europe,Germany,25422,2014
2,Europe,France,14180,2014
2,Europe,Italy,4944,2014
2,Europe,Netherlands,7458,2014
2,Europe,Greece,646,2014
2,Europe,Belgium-luxembourg,2482,2014
2,Europe,Switzerland,8994,2014
2,Europe,Austria,2914,2014
2,Europe,Scandinavia,12665,2014
2,Europe,CIS & Eastern Europe,20372,2014
2,Americas,USA,44052,2014
2,Americas,Canada,10118,2014
2,Oceania,Australia,69119,2014
2,Oceania,New Zealand,6893,2014
3,Asia,Brunei,7545,2014
3,Asia,Indonesia,246308,2014
3,Asia,Malaysia,107002,2014
3,Asia,Philippines,57050,2014
3,Asia,Thailand,46338,2014
3,Asia,Vietnam,31060,2014
3,Asia,Myanmar,9789,2014
3,Asia,Japan,85946,2014
3,Asia,Hong Kong,43218,2014
3,Asia,"China, People's Republic Of",165642,2014
3,Asia,Taiwan,22115,2014
3,Asia,"Korea, Republic Of",40995,2014
3,Asia,India,70488,2014
3,Asia,Pakistan,1570,2014
3,Asia,"Sri Lanka, Republic Of",5772,2014
3,Asia,Saudi Arabia,2037,2014
3,Asia,Kuwait,587,2014
3,Asia,United Arab Emirates,6286,2014
3,Europe,United Kingdom,49453,2014
3,Europe,Germany,30806,2014
3,Europe,France,15735,2014
3,Europe,Italy,5940,2014
3,Europe,Netherlands,7969,2014
3,Europe,Greece,768,2014
3,Europe,Belgium-luxembourg,2821,2014
3,Europe,Switzerland,8829,2014
3,Europe,Austria,2738,2014
3,Europe,Scandinavia,11452,2014
3,Europe,CIS & Eastern Europe,20170,2014
3,Americas,USA,49729,2014
3,Americas,Canada,10905,2014
3,Oceania,Australia,74578,2014
3,Oceania,New Zealand,6872,2014
4,Asia,Brunei,4741,2014
4,Asia,Indonesia,230236,2014
4,Asia,Malaysia,94982,2014
4,Asia,Philippines,73558,2014
4,Asia,Thailand,56136,2014
4,Asia,Vietnam,30234,2014
4,Asia,Myanmar,15255,2014
4,Asia,Japan,50751,2014
4,Asia,Hong Kong,69675,2014
4,Asia,"China, People's Republic Of",126507,2014
4,Asia,Taiwan,25865,2014
4,Asia,"Korea, Republic Of",36247,2014
4,Asia,India,79536,2014
4,Asia,Pakistan,1225,2014
4,Asia,"Sri Lanka, Republic Of",11131,2014
4,Asia,Saudi Arabia,1379,2014
4,Asia,Kuwait,448,2014
4,Asia,United Arab Emirates,6512,2014
4,Europe,United Kingdom,43704,2014
4,Europe,Germany,22125,2014
4,Europe,France,13643,2014
4,Europe,Italy,4684,2014
4,Europe,Netherlands,6517,2014
4,Europe,Greece,602,2014
4,Europe,Belgium-luxembourg,2664,2014
4,Europe,Switzerland,10025,2014
4,Europe,Austria,2104,2014
4,Europe,Scandinavia,10263,2014
4,Europe,CIS & Eastern Europe,13778,2014
4,Americas,USA,36594,2014
4,Americas,Canada,6861,2014
4,Oceania,Australia,99811,2014
4,Oceania,New Zealand,9520,2014
5,Asia,Brunei,6254,2014
5,Asia,Indonesia,267714,2014
5,Asia,Malaysia,100648,2014
5,Asia,Philippines,76976,2014
5,Asia,Thailand,46683,2014
5,Asia,Vietnam,36630,2014
5,Asia,Myanmar,9538,2014
5,Asia,Japan,54173,2014
5,Asia,Hong Kong,47859,2014
5,Asia,"China, People's Republic Of",95987,2014
5,Asia,Taiwan,26699,2014
5,Asia,"Korea, Republic Of",41946,2014
5,Asia,India,118953,2014
5,Asia,Pakistan,1357,2014
5,Asia,"Sri Lanka, Republic Of",6994,2014
5,Asia,Saudi Arabia,1556,2014
5,Asia,Kuwait,390,2014
5,Asia,United Arab Emirates,4609,2014
5,Europe,United Kingdom,27661,2014
5,Europe,Germany,15425,2014
5,Europe,France,11980,2014
5,Europe,Italy,3712,2014
5,Europe,Netherlands,5888,2014
5,Europe,Greece,607,2014
5,Europe,Belgium-luxembourg,1792,2014
5,Europe,Switzerland,6710,2014
5,Europe,Austria,1518,2014
5,Europe,Scandinavia,5895,2014
5,Europe,CIS & Eastern Europe,11773,2014
5,Americas,USA,35355,2014
5,Americas,Canada,6803,2014
5,Oceania,Australia,78280,2014
5,Oceania,New Zealand,10812,2014
6,Asia,Brunei,7393,2014
6,Asia,Indonesia,278181,2014
6,Asia,Malaysia,108945,2014
6,Asia,Philippines,56224,2014
6,Asia,Thailand,39083,2014
6,Asia,Vietnam,48999,2014
6,Asia,Myanmar,9530,2014
6,Asia,Japan,56044,2014
6,Asia,Hong Kong,47182,2014
6,Asia,"China, People's Republic Of",91485,2014
6,Asia,Taiwan,25807,2014
6,Asia,"Korea, Republic Of",37589,2014
6,Asia,India,94738,2014
6,Asia,Pakistan,2799,2014
6,Asia,"Sri Lanka, Republic Of",6369,2014
6,Asia,Saudi Arabia,2205,2014
6,Asia,Kuwait,769,2014
6,Asia,United Arab Emirates,5676,2014
6,Europe,United Kingdom,25126,2014
6,Europe,Germany,13270,2014
6,Europe,France,9288,2014
6,Europe,Italy,3674,2014
6,Europe,Netherlands,4962,2014
6,Europe,Greece,578,2014
6,Europe,Belgium-luxembourg,1654,2014
6,Europe,Switzerland,5454,2014
6,Europe,Austria,1231,2014
6,Europe,Scandinavia,5906,2014
6,Europe,CIS & Eastern Europe,10135,2014
6,Americas,USA,41609,2014
6,Americas,Canada,5516,2014
6,Oceania,Australia,81558,2014
6,Oceania,New Zealand,10922,2014
7,Asia,Brunei,6305,2014
7,Asia,Indonesia,296880,2014
7,Asia,Malaysia,101461,2014
7,Asia,Philippines,49506,2014
7,Asia,Thailand,43785,2014
7,Asia,Vietnam,55951,2014
7,Asia,Myanmar,9345,2014
7,Asia,Japan,69419,2014
7,Asia,Hong Kong,80808,2014
7,Asia,"China, People's Republic Of",180653,2014
7,Asia,Taiwan,44229,2014
7,Asia,"Korea, Republic Of",46666,2014
7,Asia,India,72724,2014
